journey,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
ARTS-AS5-06,0,0,1,1,1,1,1,1,1,3,4,5,5,5,6,5,5,5,5,4,4,4,3,2
ARTS-AS6-01,1,1,1,0,0,0,0,0,1,1,2,2,2,5,6,6,5,7,6,4,3,1,0,0
ARTS-AS6-02,0,0,0,1,1,1,1,1,1,4,5,4,7,5,2,2,2,2,3,2,1,1,1,1
ARTS-AS6-03,0,0,0,0,0,0,0,0,1,2,3,4,12,15,13,3,2,2,2,2,2,0,0,0
ARTS-AS7-01,0,0,0,0,0,0,0,0,0,3,2,3,7,9,9,15,11,9,1,0,0,0,1,0
ARTS-AS7-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0
ARTS-AS7-03,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
ARTS-AS7-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTS-AS7-05,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,5,6,5,4,5,3,3,3,2
ARTS-AS7-06,0,0,0,0,0,0,0,0,1,3,3,2,2,2,1,1,1,1,0,0,0,0,1,1
ARTS-CTN-02,0,0,0,0,0,0,0,0,7,16,21,49,91,76,45,28,25,30,26,6,0,0,0,0
ARTS-LT10,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,2,1,1,0,1,1,1,0
ARTS-LT11,0,0,0,0,0,0,0,1,1,2,2,2,1,1,2,1,0,1,1,1,2,2,1,1
ARTS-LT12,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,2,2,2,2,3,2,1,0
ARTS-LT13,0,0,0,0,0,0,0,0,0,0,3,3,2,1,3,3,4,4,2,1,2,1,0,0
ARTS-LT14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTS-LT15,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,4,4,2,0,0,0,0,0,0
ARTS-LT8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
ARTS-LT9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ARTS-Ventus-01,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ARTS-Ventus-02,0,0,0,0,0,0,0,0,0,1,2,3,5,5,5,9,8,7,6,1,1,0,0,0
ARTS-Ventus-03,0,0,0,0,0,0,0,0,1,3,2,3,5,6,3,1,1,1,0,0,1,1,1,0
ARTS-Ventus-B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCELIB-CL-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,5,2,3,2,0,0,3,1
CCELIB-CL-03,0,0,0,0,0,0,0,0,2,13,23,38,70,94,117,118,128,111,90,56,40,26,1,0
CCELIB-CL-04,0,0,0,0,0,0,0,0,2,9,36,46,26,36,60,61,52,35,25,25,25,15,3,0
CCELIB-CL-05,0,0,0,0,0,0,0,0,27,110,231,287,323,353,390,414,400,358,308,266,276,226,1,0
CCELIB-CL-06,17,20,19,16,13,13,13,19,51,136,257,370,469,516,568,598,610,569,464,316,235,204,194,140
